"","Burn1_TF1","Burn1_TF2","Burn1_TF3","Burn1_TF4","Burn1_TF5","Burn1_TF6","Burn1_TF7","Burn2_TF1","Burn2_TF2","Burn2_TF3","Burn2_TF4","Burn2_TF5","Burn2_TF6","Burn2_TF7","Burn2_TF8","Burn2_TF9","Burn2_TF10","Burn2_TF11","Burn2_TF12","Burn2_TF13","Burn2_TF14","Burn3_TF1","Burn4_TF1","Burn4_TF2","Burn4_TF3","Burn4_TF4","Burn4_TF5","Burn4_TF6","Burn4_TF7","Burn4_TF8","Burn4_TF9","A1_TF1","A1_TF2","A1_TF3","A1_TF4","A1_TF5","A1_TF6","A2_TF1","A2_TF2","A3_TF1","A3_TF2","A4_TF1","A4_TF2","A4_TF3","A5_TF1","A6_TF1","A6_TF2","B1_TF1","B1_TF2","B1_TF3","B1_TF4","B1_TF5","B2_TF1","B2_TF2","B2_TF3","B3_TF1","B4_TF1","B4_TF2","B4_TF3","B4_TF4","B4_TF5","B4_TF6","B4_TF7","B4_TF8","B4_TF9","B4_TF10","B4_TF11","B4_TF12","B4_TF13","B4_TF14","B4_TF15","B4_TF16","B4_TF17","B4_TF18","B4_TF19","B4_TF20","B4_TF21","B4_TF22","B4_TF23","B4_TF24","B4_TF25","B4_TF26","B4_TF27","B5_TF1","B5_TF2","B5_TF3","B5_TF4","C1_TF1","C1_TF2","C2_TF1","C2_TF2","C2_TF3","C2_TF4","C2_TF5","C2_TF6","C3_TF1","C4_TF1","C4_TF2","C4_TF3","C4_TF4","C4_TF5","C4_TF6","C5_TF1","C5_TF2","D1_TF1","D1_TF2","D1_TF3","D2_TF1","D2_TF2","D2_TF3","D3_TF1","D4_TF1","D4_TF2","D4_TF3","D4_TF4","D4_TF5","D4_TF6","D4_TF7","D4_TF8","D4_TF9","D4_TF10","D4_TF11","D4_TF12","D4_TF13","D5_TF1","D5_TF2","D5_TF3","D5_TF4","D5_TF5","D6_TF1","Target1","Target2","Target3","Target4","Target5","Target6","Target7","Target8","Target9","Target10","Target11","Target12","Target13","Target14","Target15","Target16","Target17","Target18","Target19","Target20","Target21","Target22","Target23","Target24","Target25","Target26","Target27","Target28","Target29","Target30","Target31","Target32","Target33","Target34","Target35","Target36","Target37","Target38","Target39","Target40","Target41","Target42","Target43","Target44","Target45","Target46","Target47","Target48","Target49","Target50","Target51","Target52","Target53","Target54","Target55","Target56","Target57","Target58","Target59","Target60","Target61","Target62","Target63","Target64","Target65","Target66","Target67","Target68","Target69","Target70","Target71","Target72","Target73","Target74","Target75","Target76","Target77","Target78","Target79","Target80","Target81","Target82","Target83","Target84","Target85","Target86","Target87","Target88","Target89","Target90","Target91","Target92","Target93","Target94","Target95","Target96","Target97","Target98","Target99","Target100","Target101","Target102","Target103","Target104","Target105","Target106","Target107","Target108","Target109","Target110","Target111","Target112","Target113","Target114","Target115","Target116","Target117","Target118","Target119","Target120","Target121","Target122","Target123","Target124","Target125","Target126","Target127","Target128","Target129","Target130","Target131","Target132","Target133","Target134","Target135","Target136","Target137","Target138","Target139","Target140","Target141","Target142","Target143","Target144","Target145","Target146","Target147","Target148","Target149","Target150","Target151","Target152","Target153","Target154","Target155","Target156","Target157","Target158","Target159","Target160","Target161","Target162","Target163","Target164","Target165","Target166","Target167","Target168","Target169","Target170","Target171","Target172","Target173","Target174","Target175","Target176","Target177","Target178","Target179","Target180","Target181","Target182","Target183","Target184","Target185","Target186","Target187","Target188","Target189","Target190","Target191","Target192","Target193","Target194","Target195","Target196","Target197","Target198","Target199","Target200","Target201","Target202","Target203","Target204","Target205","Target206","Target207","Target208","Target209","Target210","Target211","Target212","Target213","Target214","Target215","Target216","Target217","Target218","Target219","Target220","Target221","Target222","Target223","Target224","Target225","Target226","Target227","Target228","Target229","Target230","Target231","Target232","Target233","Target234","Target235","Target236","Target237","Target238","Target239","Target240","Target241","Target242","Target243","Target244","Target245","Target246","Target247","Target248","Target249","Target250","Target251","Target252","Target253","Target254","Target255","Target256","Target257","Target258","Target259","Target260","Target261","Target262","Target263","Target264","Target265","Target266","Target267","Target268","Target269","Target270","Target271","Target272","Target273","Target274","Target275","Target276","Target277","Target278","Target279","Target280","Target281","Target282","Target283","Target284","Target285","Target286","Target287","Target288","Target289","Target290","Target291","Target292","Target293","Target294","Target295","Target296","Target297","Target298","Target299","Target300","Target301","Target302","Target303","Target304","Target305","Target306","Target307","Target308","Target309","Target310","Target311","Target312","Target313","Target314","Target315","Target316","Target317","Target318","Target319","Target320","Target321","Target322","Target323","Target324","Target325","Target326","Target327","Target328","Target329","Target330","Target331","Target332","Target333","Target334","Target335","Target336","Target337","Target338","Target339","Target340","Target341","Target342","Target343","Target344","Target345","Target346","Target347","Target348","Target349","Target350","HK1","HK2","HK3","HK4","HK5","HK6","HK7","HK8","HK9","HK10"
"cell81",2,4,2,4,2,4,3,0,3,10,7,0,4,0,6,1,7,9,9,3,4,5,1,3,2,7,0,0,1,5,11,5,7,5,1,10,2,4,3,4,4,5,7,0,2,2,3,3,4,6,0,4,1,7,6,0,0,0,2,0,0,1,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,2,0,6,1,0,1,0,0,0,1,1,1,3,0,0,0,0,0,0,0,0,0,0,3,2,2,0,4,0,0,2,0,0,0,1,0,0,1,0,0,0,5,0,0,0,0,0,0,4,2,0,2,0,3,0,2,7,9,6,4,3,2,0,1,7,0,2,2,2,1,4,13,8,0,0,7,8,1,4,6,0,5,2,3,0,0,0,4,3,2,7,0,0,1,4,0,0,0,2,9,2,0,0,0,4,0,2,0,0,6,6,6,1,6,0,7,2,9,0,8,3,6,4,0,4,5,0,0,0,1,3,1,0,0,0,1,1,0,2,1,1,0,1,5,2,0,10,0,0,0,2,7,1,9,0,1,1,3,2,1,2,2,0,1,4,2,4,0,4,6,4,0,1,0,4,11,4,0,8,6,0,1,0,0,0,0,0,0,0,4,6,3,9,2,0,4,4,7,0,0,2,1,6,8,2,1,4,1,0,7,10,0,7,0,7,9,2,0,12,6,2,3,0,0,0,5,3,2,0,0,5,3,6,5,4,5,4,6,2,2,0,0,1,5,3,0,6,6,8,1,0,0,6,0,2,1,5,0,5,0,0,2,6,5,6,5,0,0,0,0,0,0,0,0,0,4,1,3,4,0,5,4,0,2,6,6,2,6,3,2,1,3,9,0,0,0,0,8,4,0,3,7,0,0,5,3,0,0,0,0,0,0,1,3,0,4,0,0,0,8,2,2,0,0,0,0,0,6,3,3,8,0,2,8,0,3,6,0,5,0,1,0,0,2,3,3,3,2,14,0,7,0,1,1,1,0,3,0,5,7,2,5,1,0,1,4,0,0,0,1,7,0,0,0,11,4,0,2,1,1,5,7,7,7,2,0,0,0,0,0,0,6,0,6,8,3,2,0,1,0,1,10,1,5,9,0,3,4
"cell82",5,3,4,13,3,3,4,9,1,5,6,2,6,1,0,3,3,9,1,5,5,0,0,0,0,3,3,1,2,2,2,6,4,0,1,4,5,6,6,1,9,3,4,4,2,3,3,1,4,6,1,5,4,10,1,0,0,1,1,0,0,2,1,2,0,2,0,1,0,0,2,1,2,0,1,0,0,1,2,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,0,3,0,4,1,1,7,7,5,7,9,0,0,8,0,0,3,4,6,0,4,7,13,0,0,2,2,2,2,1,0,3,3,1,0,0,0,3,6,0,11,0,0,4,1,0,0,1,3,12,2,3,0,0,2,0,2,2,0,1,6,5,0,3,1,3,4,4,2,2,7,5,6,0,5,0,0,0,0,0,7,0,0,1,10,0,0,0,2,1,2,0,0,0,6,1,7,0,0,1,1,3,1,9,2,1,2,4,0,0,0,5,0,3,12,0,2,0,3,9,5,0,5,0,2,5,3,0,4,12,0,7,0,0,0,0,0,0,0,0,8,3,7,0,0,5,3,6,0,0,2,11,5,5,3,4,7,0,0,8,3,0,9,2,1,4,0,0,6,6,4,2,0,0,0,1,3,3,0,0,2,3,17,1,13,1,4,3,4,2,0,1,1,7,10,0,2,6,13,4,0,0,9,0,3,7,3,0,7,0,0,3,3,4,9,4,0,0,0,0,0,0,0,1,0,0,0,1,4,0,9,12,0,6,10,0,0,4,0,2,0,8,1,0,0,0,0,3,6,4,4,3,0,0,4,6,0,1,0,0,0,0,8,0,0,1,0,0,0,6,2,7,0,0,0,0,0,8,0,0,3,3,1,1,0,2,2,3,0,1,5,5,0,9,6,2,2,3,6,0,6,0,10,2,2,4,2,0,7,7,6,0,0,4,0,0,0,0,0,1,6,0,0,0,11,3,0,0,2,3,0,9,4,5,5,0,0,0,0,0,0,2,0,3,0,0,3,0,12,0,2,3,3,1,3,3,3,2
"cell83",8,6,5,6,6,7,5,2,4,19,2,6,6,8,11,3,4,6,2,7,8,0,4,3,6,2,2,5,1,2,5,4,7,7,5,6,1,9,5,10,3,11,7,1,6,8,5,6,4,6,7,6,2,8,4,0,11,2,8,8,4,9,7,1,8,1,7,5,5,1,6,3,3,0,5,2,7,5,5,6,7,12,9,0,0,0,0,9,2,5,3,0,0,3,4,6,0,0,0,0,0,3,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,6,2,0,9,21,0,0,8,11,6,5,2,5,0,0,7,5,0,0,2,2,6,2,0,0,5,11,8,8,3,2,11,2,0,2,5,0,0,11,3,0,10,0,0,0,4,2,0,0,2,3,8,8,0,0,8,0,0,3,8,11,11,14,0,2,0,9,2,12,0,7,6,0,1,2,5,4,2,0,2,3,3,0,3,0,0,2,4,0,0,3,0,17,0,3,9,1,6,0,0,1,4,1,2,5,2,4,3,10,0,2,0,5,3,6,9,0,11,0,14,7,3,0,4,0,6,4,7,1,0,3,0,4,0,0,0,0,0,0,0,10,11,28,10,0,0,3,7,4,0,0,5,5,9,9,2,6,1,8,0,10,6,0,5,1,5,3,0,0,13,14,2,5,2,0,1,2,4,6,0,0,5,8,13,4,0,5,5,7,3,9,0,0,1,9,12,0,3,11,8,3,0,0,2,0,4,0,1,2,4,4,3,3,3,8,3,4,0,0,0,0,0,0,0,0,9,3,9,0,7,0,6,6,0,6,6,0,5,12,13,0,0,10,6,0,1,0,0,6,7,5,3,4,0,5,0,0,0,0,0,0,0,0,8,11,0,0,1,0,0,12,4,7,0,0,0,0,0,21,6,8,4,1,4,14,0,6,3,0,0,0,3,5,0,9,7,12,5,7,3,1,9,0,15,9,6,5,5,0,9,10,2,0,0,3,0,0,0,0,4,5,16,0,0,0,8,2,2,4,5,2,4,12,8,5,6,0,4,0,0,0,0,10,0,3,7,1,1,0,6,0,6,1,15,3,7,9,8,0
"cell84",15,10,14,8,5,17,3,3,12,20,9,11,5,8,12,8,15,15,27,11,7,5,6,3,6,18,4,14,16,15,8,3,15,11,9,13,14,25,18,6,20,13,13,18,14,9,9,9,21,12,11,15,9,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,11,1,8,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,3,3,8,1,6,20,12,12,0,4,12,12,23,3,6,7,11,5,5,6,6,17,0,0,0,0,4,18,9,0,2,16,26,6,0,10,9,14,10,5,13,0,0,5,0,0,3,22,25,0,8,0,15,0,0,3,15,0,0,2,7,9,3,16,0,6,12,21,2,0,0,10,12,4,0,0,0,5,15,21,19,0,0,5,11,0,5,1,0,4,10,33,0,6,0,21,6,14,8,4,21,6,6,3,8,8,0,0,0,0,1,0,5,9,12,0,0,1,5,0,11,0,4,16,11,3,8,0,0,0,4,6,6,1,3,6,0,8,1,16,10,0,9,0,3,7,0,0,5,26,19,21,0,18,9,16,18,0,8,13,0,17,18,10,7,0,12,9,11,0,18,16,13,0,0,18,15,3,7,0,3,1,24,4,11,12,11,0,1,11,18,0,29,2,33,10,0,0,8,9,8,22,13,14,16,2,5,7,4,4,11,12,21,12,25,8,5,14,15,0,8,0,8,16,13,1,7,21,35,4,14,15,0,15,9,8,13,0,14,0,11,0,12,2,9,12,10,11,12,11,0,13,12,0,0,0,0,20,10,0,26,13,0,8,13,7,0,16,0,11,0,36,23,0,0,2,0,16,11,20,10,11,0,12,3,5,18,0,5,20,6,9,23,0,0,5,0,0,1,1,9,18,4,0,14,0,9,17,4,9,6,2,11,16,0,9,10,0,9,0,15,3,0,38,24,18,12,9,7,0,11,0,6,2,18,12,20,18,15,14,6,28,6,0,12,12,1,19,19,0,22,0,5,0,7,13,0,0,8,0,1,19,16,18,3,24,0,6,12,12,2,6,4,8,7,7,6,0,14,5,1,9,8,28,17,8,11,12
"cell85",3,2,3,8,3,4,7,4,1,9,5,1,0,1,3,2,1,3,3,4,3,1,3,1,4,0,6,1,3,1,4,1,4,1,2,1,5,5,2,0,3,2,0,2,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,6,0,4,2,4,3,1,5,0,0,4,0,0,1,2,5,2,5,2,4,0,0,6,2,0,0,0,0,4,2,1,0,0,0,0,1,2,8,0,0,2,0,0,1,0,7,0,5,2,0,2,0,0,1,0,0,4,4,5,0,1,0,1,0,2,0,2,3,3,2,0,3,3,0,0,0,0,3,0,0,0,5,0,0,2,5,0,0,0,2,0,4,0,1,0,0,5,5,2,0,11,0,0,0,0,0,0,0,4,0,1,1,0,5,0,0,14,4,0,5,0,0,1,1,0,4,2,0,3,0,0,0,0,0,0,1,0,2,0,4,0,0,4,4,3,0,0,1,5,2,4,3,2,3,0,0,6,0,0,5,11,0,0,6,0,2,3,6,4,0,0,0,5,3,0,0,0,4,1,2,1,4,6,4,3,0,0,0,0,5,5,4,0,5,1,0,0,0,0,4,0,3,4,1,0,9,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,3,5,0,5,1,0,4,0,4,0,8,0,1,8,7,3,0,7,1,1,3,0,0,3,6,0,0,0,0,0,0,9,0,0,1,0,0,0,6,4,8,0,0,0,0,0,8,2,2,4,0,1,8,1,4,1,2,0,5,0,5,0,2,2,6,5,1,3,0,4,0,2,2,0,2,0,0,8,8,3,0,0,6,0,0,0,0,0,6,1,0,0,0,6,5,0,0,0,7,4,0,0,1,4,1,0,0,0,0,0,1,0,5,0,2,1,0,2,0,2,2,7,0,2,2,2,3
"cell86",3,3,2,11,3,7,8,2,3,10,4,3,5,2,4,1,3,6,4,4,7,5,0,0,8,3,4,2,2,7,3,2,4,7,2,11,3,15,2,8,3,5,11,4,3,9,9,3,6,1,5,2,1,1,6,0,2,2,2,3,8,2,3,2,13,5,5,3,4,10,12,3,1,1,2,0,2,11,4,7,6,4,6,0,0,0,0,4,2,10,7,1,2,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,4,3,2,3,9,11,0,1,4,12,6,7,2,10,4,1,10,3,0,3,0,0,1,0,1,0,7,8,12,14,3,8,12,4,5,5,8,0,0,2,6,0,5,0,0,0,8,3,0,1,0,14,7,2,0,1,1,0,3,4,1,3,3,8,0,10,0,2,6,5,3,4,10,0,2,0,10,2,3,0,11,6,5,0,0,1,2,4,5,0,2,0,0,2,0,0,1,2,14,0,0,1,6,4,3,2,4,9,11,4,0,0,0,5,6,1,7,0,13,0,14,6,7,3,0,0,1,3,1,5,2,12,0,16,0,0,0,0,0,3,3,5,4,3,16,0,0,4,7,9,0,0,1,4,5,6,4,6,6,3,0,1,9,0,4,3,7,7,2,0,12,6,6,0,0,0,0,4,4,6,0,0,7,3,5,13,2,6,7,5,4,2,0,0,0,8,9,0,2,13,10,2,0,0,4,0,2,0,0,1,0,0,1,2,3,4,3,7,0,0,0,0,0,0,0,0,1,2,3,1,8,0,7,3,0,5,5,5,4,6,7,1,2,7,5,0,0,1,1,10,8,1,8,4,0,2,0,5,0,0,0,0,0,0,9,2,0,0,6,0,0,4,5,14,0,0,0,0,0,12,5,5,6,0,2,10,0,9,4,0,4,0,8,5,1,6,6,14,3,6,5,0,4,0,6,0,9,7,6,0,0,3,1,1,0,4,0,0,0,0,0,1,13,0,0,0,9,4,2,5,6,0,3,11,13,1,3,0,0,0,0,0,0,6,0,0,1,1,4,0,6,0,2,16,7,4,7,10,1,0
"cell87",19,5,29,28,21,21,15,8,16,29,9,13,9,9,29,11,15,7,15,11,13,17,3,23,5,21,16,8,15,9,16,6,14,11,11,31,16,35,5,10,6,15,16,16,9,3,10,5,17,12,20,10,7,9,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,12,7,8,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,7,19,9,10,17,20,25,0,21,19,8,14,16,16,5,18,9,9,14,8,43,0,0,1,0,0,5,16,0,10,8,29,12,0,15,14,18,2,6,13,5,0,16,0,0,5,12,39,0,13,0,15,0,0,4,10,0,0,0,28,25,10,6,0,13,12,11,0,0,0,30,7,16,0,2,0,4,26,27,26,0,0,5,3,0,11,2,0,18,18,26,2,11,0,14,15,18,6,20,28,11,14,0,22,5,0,0,0,0,12,0,8,2,17,0,0,6,5,0,5,0,4,14,11,2,17,1,0,0,7,12,7,0,0,12,0,14,6,16,12,0,20,0,2,7,7,0,2,22,24,21,0,12,16,12,16,0,5,19,0,21,17,12,20,0,15,16,11,0,30,18,19,0,0,17,21,15,2,0,2,9,29,27,17,12,20,0,2,21,6,0,31,0,22,19,2,0,7,18,14,24,22,19,13,11,12,14,1,3,8,12,22,17,30,15,7,18,16,0,5,0,6,16,14,4,15,28,38,4,8,25,0,12,12,8,3,0,20,0,19,0,16,9,11,16,17,14,37,5,0,31,9,1,0,0,0,15,5,0,15,13,0,8,10,7,0,15,0,13,0,21,20,0,0,0,4,10,20,12,7,18,0,17,1,4,15,2,9,14,8,19,18,0,0,9,0,0,0,3,12,15,4,0,7,0,17,16,8,8,25,0,6,22,0,6,7,0,16,0,11,13,0,28,16,15,22,6,14,0,6,0,8,5,18,28,16,15,15,34,6,29,21,0,11,21,0,9,29,0,24,0,2,0,26,21,0,0,14,0,0,33,23,18,9,14,0,18,14,25,2,9,8,4,0,9,0,0,7,0,6,29,13,16,28,22,10,3
"cell88",18,15,5,19,14,13,7,1,14,17,7,3,4,3,14,17,14,14,11,11,17,8,11,13,5,10,9,2,13,7,15,3,18,11,12,12,21,26,8,19,5,14,11,12,6,6,6,4,24,3,7,19,2,8,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,8,4,8,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,4,0,7,1,5,29,7,15,0,8,17,5,2,7,5,4,15,7,15,14,7,17,0,0,0,0,2,15,8,0,7,5,10,10,0,16,8,11,17,9,12,1,0,8,2,0,8,12,24,2,5,0,17,0,0,3,14,0,0,1,14,12,9,5,0,8,6,15,2,0,0,10,4,4,0,2,0,14,5,13,13,0,0,0,6,0,2,5,0,15,10,10,0,3,3,9,14,10,1,15,13,8,18,4,12,15,0,0,0,0,10,0,4,1,2,0,0,3,15,0,7,0,2,4,5,0,11,0,0,2,3,18,1,0,0,7,0,6,7,12,5,0,4,0,1,9,0,0,16,26,20,4,0,7,11,26,15,0,12,21,0,26,21,11,13,0,8,7,13,0,17,13,14,0,0,8,14,1,6,0,8,4,10,12,15,13,8,0,1,23,23,0,30,0,16,5,0,0,9,8,11,25,11,12,12,11,18,6,3,2,15,10,15,6,18,0,11,8,12,0,3,0,8,17,20,0,7,26,19,0,13,4,0,20,14,9,3,0,15,0,5,0,16,8,3,11,18,14,10,4,0,5,8,0,0,0,0,5,16,0,18,11,0,9,13,5,0,2,0,16,0,17,9,0,2,0,0,18,12,14,4,14,0,9,0,5,15,0,14,19,14,21,16,0,0,4,0,0,1,4,1,20,6,2,9,0,14,20,8,9,6,1,20,14,3,10,3,0,3,0,16,11,0,11,23,14,20,7,15,0,14,0,13,7,18,8,10,10,5,31,14,21,9,0,2,5,4,10,24,0,27,0,2,0,10,23,0,0,7,0,0,22,17,12,10,4,0,7,0,11,11,3,2,15,5,2,0,0,19,5,6,7,6,9,14,5,2,7
"cell89",7,5,5,4,5,6,1,6,8,3,2,6,2,2,6,2,6,7,2,5,6,0,0,3,5,6,0,0,3,2,0,6,3,2,2,0,2,11,5,6,3,1,3,2,3,5,4,1,2,6,0,4,1,3,7,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,5,0,10,5,2,4,9,1,1,8,0,0,2,0,0,1,1,3,0,5,7,12,0,0,3,1,0,0,0,0,10,1,6,0,0,0,3,3,2,8,0,0,1,3,0,0,1,3,0,2,1,0,1,0,0,1,0,0,6,2,7,5,5,0,2,3,3,2,3,6,3,5,0,8,1,0,0,0,0,1,0,0,0,5,0,0,3,3,0,3,0,0,0,5,0,11,0,0,3,1,3,1,6,0,0,0,3,0,0,0,2,0,3,8,0,2,0,1,9,2,0,7,0,10,4,3,0,6,3,0,14,0,0,0,1,0,0,0,0,0,1,6,0,0,6,1,8,0,0,4,5,7,7,9,4,1,0,0,4,0,0,7,4,0,1,2,0,10,2,5,3,0,0,0,3,6,3,0,0,5,6,0,3,7,1,4,4,2,2,0,0,4,5,4,0,3,2,3,3,0,0,2,0,0,3,2,0,5,0,0,5,1,3,3,4,0,0,0,0,0,0,0,0,0,0,0,7,4,0,5,4,0,3,7,3,0,3,0,3,0,10,2,0,0,0,0,3,5,1,4,2,0,0,0,4,0,0,0,0,0,0,13,0,0,4,0,0,0,4,7,6,0,0,0,0,0,4,0,0,5,2,2,2,0,7,3,7,0,4,0,2,0,6,8,2,3,4,2,0,2,0,6,4,1,2,0,0,4,1,4,0,0,4,0,0,0,0,0,0,6,0,0,0,8,2,0,0,0,6,2,1,2,4,2,5,0,0,0,0,0,4,0,8,0,2,2,0,1,0,9,5,3,0,11,3,0,0
"cell90",48,10,37,53,16,52,9,34,41,50,37,22,31,5,42,33,33,51,32,27,27,11,0,17,22,11,7,2,18,4,35,2,32,9,13,36,45,52,4,37,38,23,51,37,0,13,19,30,21,28,7,24,18,35,39,0,32,19,33,46,47,52,42,26,38,4,42,19,30,26,46,39,5,11,34,6,34,32,25,19,59,19,38,0,0,0,0,21,59,18,17,29,10,12,9,52,9,13,17,52,35,69,18,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,18,26,23,4,63,0,0,0,19,72,40,5,57,11,11,0,51,12,0,0,0,0,24,0,0,0,12,21,20,37,23,20,43,0,0,0,16,1,36,3,11,0,80,0,0,0,14,24,0,0,0,41,32,20,0,0,18,4,0,22,26,24,24,35,7,39,3,29,19,36,47,23,28,0,0,10,21,11,18,0,23,6,21,0,4,2,0,46,31,0,1,9,0,33,7,14,29,0,40,0,0,22,19,17,3,0,10,25,9,38,0,34,0,31,16,21,55,0,52,0,34,59,27,0,36,0,37,13,41,3,28,27,0,54,0,0,0,0,0,33,0,22,58,26,34,20,3,23,14,0,36,5,17,0,43,53,14,29,25,17,0,29,33,0,18,4,61,37,4,0,19,16,20,0,44,0,0,24,33,19,0,0,21,12,65,26,0,6,36,37,5,11,3,3,16,34,26,0,36,46,14,12,46,22,0,33,0,0,0,20,0,0,34,18,20,12,30,51,0,0,0,13,27,22,30,0,79,20,39,0,5,0,56,13,0,17,35,16,46,16,20,0,12,42,21,0,0,0,2,36,31,11,17,39,0,24,0,0,24,0,0,0,0,0,43,32,0,4,38,8,17,0,0,0,28,35,43,17,0,76,24,25,15,6,19,43,9,45,18,0,18,0,19,24,2,20,49,65,17,7,45,0,21,5,16,38,19,44,47,0,17,50,16,0,0,14,0,0,0,0,9,28,36,0,27,20,48,38,23,27,15,29,23,63,27,41,29,0,20,0,0,0,17,0,35,5,0,16,0,0,20,7,23,20,35,12,31,10,1,12
"cell91",17,10,9,10,5,22,9,7,14,20,9,16,1,4,19,14,14,13,23,10,16,4,2,6,4,19,13,8,11,6,8,11,8,9,10,13,17,17,13,4,6,20,12,12,7,3,15,6,14,6,11,10,18,19,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,7,7,10,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,1,7,11,9,20,4,24,0,14,15,11,23,6,8,6,11,8,5,9,6,26,0,0,0,0,1,6,7,0,9,12,26,10,0,13,8,15,11,1,6,3,0,10,0,0,1,14,19,1,10,0,7,0,0,1,10,0,0,0,17,8,2,17,0,6,24,13,0,0,0,13,5,10,0,0,0,1,14,16,29,0,0,1,6,0,7,0,0,10,14,11,0,11,0,19,4,5,8,12,13,13,15,2,5,6,0,0,0,0,14,0,2,5,10,0,0,6,12,0,3,0,4,5,14,5,10,0,0,0,3,3,6,0,2,12,0,5,2,15,3,0,16,0,2,9,0,0,8,18,12,16,0,20,14,17,13,0,10,12,0,15,19,12,18,0,11,13,13,0,12,19,12,0,0,21,21,9,9,0,3,4,27,6,17,12,16,0,3,18,23,0,23,3,21,3,0,0,7,12,8,22,17,22,8,3,13,9,1,2,13,5,10,13,17,8,1,17,9,0,3,0,8,17,15,1,8,14,34,3,12,11,0,13,3,4,5,0,9,0,5,0,7,15,11,15,14,11,13,4,0,14,11,0,0,0,0,14,4,0,20,6,0,10,15,11,0,12,0,11,0,18,17,0,0,1,0,14,16,9,11,13,0,13,5,5,8,0,10,24,9,21,22,0,0,5,0,0,2,2,10,15,2,0,16,0,9,15,4,4,8,0,5,30,0,2,2,0,11,0,15,1,0,33,11,20,13,4,4,0,12,0,5,3,15,24,15,12,16,20,8,25,3,0,9,12,0,16,18,0,23,0,4,0,17,11,0,0,9,0,1,27,17,16,10,13,0,2,5,15,2,5,3,6,1,8,2,0,8,2,3,6,14,26,12,17,6,11
