"","Burn1_TF1","Burn1_TF2","Burn1_TF3","Burn1_TF4","Burn1_TF5","Burn1_TF6","Burn1_TF7","Burn2_TF1","Burn2_TF2","Burn2_TF3","Burn2_TF4","Burn2_TF5","Burn2_TF6","Burn2_TF7","Burn2_TF8","Burn2_TF9","Burn2_TF10","Burn2_TF11","Burn2_TF12","Burn2_TF13","Burn2_TF14","Burn3_TF1","Burn3_TF2","Burn3_TF3","Burn3_TF4","Burn3_TF5","Burn3_TF6","Burn3_TF7","Burn3_TF8","Burn3_TF9","Burn4_TF1","Burn4_TF2","Burn4_TF3","Burn4_TF4","Burn4_TF5","Burn4_TF6","A1_TF1","A1_TF2","A2_TF1","A2_TF2","A3_TF1","A3_TF2","A3_TF3","A4_TF1","A5_TF1","A5_TF2","A6_TF1","A6_TF2","A6_TF3","A6_TF4","A6_TF5","B1_TF1","B1_TF2","B1_TF3","B2_TF1","B2_TF2","B2_TF3","B2_TF4","B2_TF5","B2_TF6","B2_TF7","B2_TF8","B2_TF9","B2_TF10","B2_TF11","B3_TF1","B3_TF2","B3_TF3","B3_TF4","B3_TF5","B3_TF6","B3_TF7","B3_TF8","B3_TF9","B3_TF10","B3_TF11","B3_TF12","B3_TF13","B3_TF14","B3_TF15","B3_TF16","B3_TF17","B4_TF1","B4_TF2","B4_TF3","B4_TF4","B5_TF1","B5_TF2","C1_TF1","C2_TF1","C2_TF2","C2_TF3","C2_TF4","C2_TF5","C2_TF6","C3_TF1","C4_TF1","C4_TF2","C4_TF3","C4_TF4","C4_TF5","C4_TF6","C5_TF1","C5_TF2","C6_TF1","Target1","Target2","Target3","Target4","Target5","Target6","Target7","Target8","Target9","Target10","Target11","Target12","Target13","Target14","Target15","Target16","Target17","Target18","Target19","Target20","Target21","Target22","Target23","Target24","Target25","Target26","Target27","Target28","Target29","Target30","Target31","Target32","Target33","Target34","Target35","Target36","Target37","Target38","Target39","Target40","Target41","Target42","Target43","Target44","Target45","Target46","Target47","Target48","Target49","Target50","Target51","Target52","Target53","Target54","Target55","Target56","Target57","Target58","Target59","Target60","Target61","Target62","Target63","Target64","Target65","Target66","Target67","Target68","Target69","Target70","Target71","Target72","Target73","Target74","Target75","Target76","Target77","Target78","Target79","Target80","Target81","Target82","Target83","Target84","Target85","Target86","Target87","Target88","Target89","Target90","Target91","Target92","Target93","Target94","Target95","Target96","Target97","Target98","Target99","Target100","Target101","Target102","Target103","Target104","Target105","Target106","Target107","Target108","Target109","Target110","Target111","Target112","Target113","Target114","Target115","Target116","Target117","Target118","Target119","Target120","Target121","Target122","Target123","Target124","Target125","Target126","Target127","Target128","Target129","Target130","Target131","Target132","Target133","Target134","Target135","Target136","Target137","Target138","Target139","Target140","Target141","Target142","Target143","Target144","Target145","Target146","Target147","Target148","Target149","Target150","Target151","Target152","Target153","Target154","Target155","Target156","Target157","Target158","Target159","Target160","Target161","Target162","Target163","Target164","Target165","Target166","Target167","Target168","Target169","Target170","Target171","Target172","Target173","Target174","Target175","Target176","Target177","Target178","Target179","Target180","Target181","Target182","Target183","Target184","Target185","Target186","Target187","Target188","Target189","Target190","Target191","Target192","Target193","Target194","Target195","Target196","Target197","Target198","Target199","Target200","Target201","Target202","Target203","Target204","Target205","Target206","Target207","Target208","Target209","Target210","Target211","Target212","Target213","Target214","Target215","Target216","Target217","Target218","Target219","Target220","Target221","Target222","Target223","Target224","Target225","Target226","Target227","Target228","Target229","Target230","Target231","Target232","Target233","Target234","Target235","Target236","Target237","Target238","Target239","Target240","Target241","Target242","Target243","Target244","Target245","Target246","Target247","Target248","Target249","Target250","Target251","Target252","Target253","Target254","Target255","Target256","Target257","Target258","Target259","Target260","Target261","Target262","Target263","Target264","Target265","Target266","Target267","Target268","Target269","Target270","Target271","Target272","Target273","Target274","Target275","Target276","Target277","Target278","Target279","Target280","Target281","Target282","Target283","Target284","Target285","Target286","Target287","Target288","Target289","Target290","Target291","Target292","Target293","Target294","Target295","Target296","Target297","Target298","Target299","Target300","Target301","Target302","Target303","Target304","Target305","Target306","Target307","Target308","Target309","Target310","Target311","Target312","Target313","Target314","Target315","Target316","Target317","Target318","Target319","Target320","Target321","Target322","Target323","Target324","Target325","Target326","Target327","Target328","Target329","Target330","Target331","Target332","Target333","Target334","Target335","Target336","Target337","Target338","Target339","Target340","Target341","Target342","Target343","Target344","Target345","Target346","Target347","Target348","Target349","Target350","HK1","HK2","HK3","HK4","HK5","HK6","HK7","HK8","HK9","HK10"
"cell43",58,62,59,47,48,40,45,48,29,67,25,63,22,39,50,20,34,44,25,52,28,28,40,44,22,43,45,37,26,29,62,40,23,60,43,22,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,20,8,10,18,13,24,2,19,34,37,36,40,36,0,0,29,29,2,23,0,23,36,0,0,0,0,59,0,63,0,50,0,52,38,20,0,0,0,23,4,0,0,27,2,0,62,0,41,24,42,0,12,0,0,0,51,0,44,2,0,34,31,0,0,2,20,2,17,31,0,17,33,48,0,1,11,0,0,40,0,1,0,0,40,20,23,33,19,44,72,0,0,10,0,24,42,0,0,0,0,0,32,0,0,0,41,31,20,49,57,25,57,6,0,38,44,38,69,0,0,35,27,0,30,47,12,0,0,0,27,54,0,2,47,49,42,40,68,17,25,29,24,15,0,27,54,34,3,19,63,33,0,0,44,52,0,63,26,5,40,19,6,55,46,44,37,8,28,41,55,24,25,24,29,26,0,15,0,14,0,78,0,0,0,21,57,28,29,44,3,56,23,5,34,45,44,1,3,0,27,28,38,23,49,0,52,31,16,40,43,26,41,43,3,61,0,11,47,0,57,18,9,20,39,45,12,0,46,43,52,41,38,24,23,34,32,52,0,0,0,53,15,38,0,22,3,30,43,0,7,0,67,23,1,4,25,49,27,36,0,25,54,27,23,27,1,0,0,15,0,0,36,40,0,0,0,28,19,23,0,0,30,0,42,39,48,9,0,39,21,0,47,0,0,2,0,16,0,19,28,63,49,0,52,64,27,0,0,3,0,49,0,0,0,0,0,0,26,22,0,0,8,29,55,33,52,1,46,29,51,14,0,0,37,0,28,29,57,1,0,33,19,0,54,0,0,0,0,85,0,30,19,23,25,61,22,21,0,0,46,0,4,60,66,42,35,1,49,58,43,34,42,25,70,23,65
"cell44",60,48,32,35,60,38,54,25,27,62,31,36,24,39,36,20,26,40,17,25,15,22,48,61,34,31,43,35,31,38,46,36,25,37,22,24,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,10,3,5,20,21,42,30,12,17,12,28,25,43,28,14,36,19,60,46,26,43,49,43,23,23,42,47,47,17,36,45,32,49,38,52,46,38,20,14,21,30,30,28,12,2,40,50,17,24,35,26,0,0,15,0,0,0,47,22,0,36,55,13,31,41,0,44,0,22,2,0,41,25,29,38,50,13,3,23,25,38,2,45,42,50,0,0,0,21,2,51,23,44,44,23,55,5,42,22,0,30,22,2,3,0,4,33,0,32,38,43,0,0,1,0,0,24,0,8,0,41,43,42,15,26,36,18,47,50,0,6,36,52,0,19,20,24,19,45,0,29,0,0,49,28,23,29,50,27,46,54,19,40,48,46,64,17,34,2,0,22,20,66,5,17,39,46,0,29,0,0,3,57,41,42,34,23,32,48,12,12,0,18,0,0,0,22,58,30,0,0,0,39,0,47,31,2,38,35,4,30,0,36,24,8,44,24,24,32,36,18,48,27,0,23,35,0,28,36,39,38,27,15,6,49,36,34,2,40,38,0,36,41,34,0,0,0,35,22,31,19,52,22,52,15,52,57,40,23,26,33,0,50,0,84,47,0,65,10,0,18,45,48,22,0,26,34,49,28,18,19,20,30,35,48,0,57,38,0,31,0,42,22,0,30,52,40,36,46,1,0,52,34,26,46,24,0,2,15,32,44,30,26,1,0,3,3,11,2,59,12,14,34,34,0,1,0,24,35,30,47,0,42,53,0,0,49,27,0,42,31,32,35,2,23,0,0,27,61,30,0,18,49,21,0,29,37,25,0,36,3,0,0,0,1,31,31,0,31,2,29,43,31,58,3,25,37,53,14,0,0,30,0,30,24,19,4,3,28,21,2,42,1,53,11,23,70,18,29,23,28,23,50,24,19,17,26,24,20,1,48,52,27,0,1,41,52,36,20,40,16,27,28,32
"cell45",62,68,44,61,63,59,72,60,37,76,22,49,35,50,61,28,45,56,25,33,44,40,69,49,38,31,61,59,34,45,58,50,50,47,35,23,4,2,16,10,22,30,43,43,48,47,43,21,51,43,71,54,20,42,39,43,82,28,35,39,19,31,42,55,50,55,56,10,78,45,38,55,67,44,75,42,34,51,55,35,48,34,41,41,44,43,42,55,25,25,20,25,58,30,29,12,21,30,51,30,49,39,0,1,37,0,1,0,56,14,0,47,36,37,32,42,0,48,0,28,2,3,36,38,59,46,51,22,7,29,42,28,14,41,41,46,0,0,0,25,2,69,30,52,59,27,73,5,52,17,0,41,23,0,9,1,9,24,0,42,48,53,0,5,31,0,0,46,1,21,0,34,57,35,33,31,31,36,71,43,2,0,30,30,0,53,21,23,49,45,2,34,0,0,58,28,9,47,60,37,50,73,38,44,47,42,79,44,38,0,4,28,29,46,0,31,49,33,0,40,0,3,1,48,44,43,43,29,21,58,17,4,0,35,0,0,11,38,68,44,0,0,0,39,0,33,42,0,49,22,2,55,0,35,49,3,28,42,26,45,17,15,42,33,1,33,32,0,27,45,59,51,41,0,0,55,46,31,0,47,44,4,26,52,48,1,4,0,35,37,32,21,74,36,41,0,0,0,41,24,30,30,6,67,21,80,62,0,58,36,1,9,47,57,26,7,43,68,58,48,34,36,19,47,0,0,0,54,39,0,0,0,49,29,0,27,46,27,50,47,10,0,75,25,21,60,34,0,42,34,49,71,30,28,0,41,20,24,49,28,2,46,53,50,27,0,2,0,32,50,73,59,0,35,60,5,3,71,30,0,54,36,36,58,1,37,0,9,52,81,53,0,31,67,17,0,37,39,30,0,36,57,35,21,21,57,27,46,0,37,0,39,65,24,63,1,31,46,74,7,0,4,2,0,31,24,0,8,4,61,27,0,51,0,42,31,48,69,33,22,30,37,29,73,29,28,38,34,26,30,2,66,48,32,0,0,71,42,35,35,56,17,58,52,52
"cell46",51,49,42,41,58,38,57,53,33,67,27,46,16,31,39,42,33,43,21,25,9,25,41,30,35,50,59,37,21,26,40,36,39,44,31,22,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,3,12,4,12,5,5,11,11,14,8,0,6,17,11,3,9,15,17,29,26,34,30,53,16,13,9,19,27,20,16,6,26,29,30,28,40,42,0,0,27,4,1,0,57,17,46,41,39,25,32,57,0,57,0,33,2,13,47,23,21,1,5,20,3,33,15,44,20,60,50,40,3,0,1,21,1,59,40,31,62,15,68,5,43,8,0,21,18,0,11,2,25,41,0,29,40,58,0,2,5,0,0,29,0,21,0,31,41,38,27,42,24,40,46,62,0,26,8,17,14,24,6,3,10,32,33,1,0,0,26,27,25,38,43,34,37,49,33,30,44,44,60,7,22,14,15,1,18,32,18,7,3,19,20,31,0,3,15,39,34,21,66,31,18,47,11,21,0,16,29,19,3,37,50,31,1,0,7,36,0,49,33,0,38,28,3,31,9,24,23,5,30,21,36,30,26,31,29,39,0,34,37,0,28,57,79,42,5,19,54,34,44,35,2,47,39,1,36,39,44,0,2,0,18,26,25,13,52,0,29,25,38,39,39,15,21,26,1,30,0,82,51,0,46,31,14,8,53,39,28,0,38,33,64,33,30,30,14,49,29,82,2,45,31,4,34,0,46,24,0,30,59,41,43,24,11,0,57,33,38,34,25,0,0,23,44,50,11,25,0,0,0,1,0,0,32,0,0,18,3,33,10,25,5,21,16,26,4,24,31,2,2,28,20,0,48,8,26,50,1,18,2,24,32,47,41,0,26,63,13,0,19,35,29,1,0,0,0,0,0,0,21,29,0,2,22,14,71,42,47,3,22,33,43,19,0,0,38,0,29,48,65,1,6,19,17,0,38,0,0,0,0,76,0,22,28,20,33,60,25,23,11,23,26,0,0,40,48,35,0,0,64,48,30,40,46,25,40,40,28
"cell47",55,61,53,43,31,41,43,27,28,86,37,53,11,40,54,28,37,48,22,30,26,18,67,38,55,24,50,33,32,55,50,21,33,62,29,19,2,1,0,2,0,0,0,1,19,16,31,22,29,16,31,54,14,60,34,27,54,45,52,52,16,27,27,55,37,24,28,38,40,46,33,36,72,38,54,26,40,44,72,37,57,66,34,38,60,36,26,50,39,30,18,26,52,36,41,6,38,39,43,22,47,33,0,0,38,0,0,0,64,19,0,45,53,16,23,47,0,15,0,44,0,0,21,38,43,29,45,21,2,31,30,35,12,78,45,45,0,0,0,25,2,54,41,18,61,25,73,4,71,33,0,24,22,0,4,1,5,34,0,41,54,46,0,0,2,0,0,21,0,22,0,63,51,35,35,32,25,18,53,53,0,0,33,20,0,42,28,34,31,72,0,39,1,0,56,32,8,34,47,27,55,63,34,38,59,49,73,27,26,0,3,20,32,53,0,37,58,31,0,47,0,3,3,49,31,38,54,23,25,45,14,20,0,24,0,0,1,37,54,38,0,0,0,35,0,48,44,0,48,9,0,37,0,28,40,1,30,34,28,28,13,23,29,27,0,32,32,0,32,65,55,47,36,0,0,45,45,35,2,43,55,1,43,64,36,0,0,0,24,44,41,6,60,23,50,17,44,53,56,28,17,43,8,61,11,44,34,0,35,35,4,13,33,33,13,1,46,25,48,43,45,37,19,39,27,5,0,65,41,2,0,2,70,37,0,12,37,39,45,59,7,0,87,30,36,60,31,0,52,34,37,41,37,30,0,0,15,32,49,30,8,60,50,38,26,0,0,0,27,34,36,33,0,33,42,4,1,57,15,0,46,39,23,38,0,18,2,0,28,56,38,0,24,69,28,0,26,55,25,0,37,55,15,24,20,57,27,21,0,41,0,31,60,35,56,3,30,30,55,41,0,0,18,2,34,23,0,4,1,29,28,0,39,0,59,45,41,59,22,34,28,19,38,47,13,21,23,45,42,23,0,43,48,27,0,0,69,70,39,38,36,15,41,32,49
"cell48",66,52,41,42,40,41,65,40,40,53,31,42,5,52,35,19,35,50,28,37,25,21,55,37,51,42,67,30,34,54,37,49,21,30,22,19,45,45,21,38,24,31,27,37,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,20,0,33,23,0,0,0,0,45,0,40,0,42,0,19,35,12,0,0,0,22,0,3,0,36,4,0,46,0,46,27,18,0,2,0,0,0,48,0,60,3,0,21,16,0,0,0,24,13,22,0,0,0,0,0,0,39,0,0,0,22,0,7,0,30,50,21,31,44,19,25,53,0,32,8,0,45,24,0,0,0,0,0,33,0,0,0,41,32,25,49,47,30,42,0,0,38,34,45,55,0,0,31,16,0,21,51,23,0,0,0,13,44,0,0,46,67,32,39,48,50,47,40,11,5,0,27,48,31,22,0,72,37,0,0,37,23,0,44,29,33,0,0,29,0,18,0,0,54,36,0,0,0,6,0,0,0,29,0,0,26,0,47,0,0,0,37,82,0,29,38,0,47,32,25,27,38,42,2,1,0,21,30,43,0,67,26,45,0,0,1,1,1,32,0,27,0,9,36,53,0,52,33,5,16,29,59,0,21,0,0,47,42,0,20,26,54,41,40,0,0,0,40,19,31,0,0,67,0,0,0,0,44,56,52,0,0,27,52,20,32,0,0,0,0,0,0,0,50,0,12,0,0,25,23,0,0,0,15,23,48,0,0,0,0,55,0,0,25,34,57,22,0,32,0,0,0,1,27,0,17,35,71,24,27,0,0,0,37,0,0,0,39,0,0,0,0,0,0,30,23,0,0,24,23,70,34,59,3,23,30,49,25,0,0,0,0,37,24,46,1,1,36,20,1,42,0,0,0,0,0,0,34,21,22,0,0,0,21,0,0,4,0,0,70,45,0,34,0,67,47,38,29,40,14,72,27,47
"cell49",46,44,50,44,23,41,50,43,31,65,25,32,12,35,49,18,43,53,19,41,23,36,61,42,33,35,37,41,31,37,44,28,20,53,25,13,50,34,11,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,11,0,21,24,0,0,0,0,40,0,38,0,28,0,10,34,17,0,0,0,32,2,0,0,30,9,0,43,0,38,27,62,0,9,0,0,0,43,0,73,3,0,24,40,0,0,0,29,16,6,0,0,0,0,0,0,38,0,0,0,40,0,10,0,0,44,36,16,28,22,29,63,0,27,23,0,32,8,0,0,0,0,0,15,0,2,0,58,15,14,39,38,27,62,0,0,36,38,29,0,0,0,19,42,0,19,47,9,0,0,0,9,32,0,1,39,45,29,24,54,28,25,37,16,19,0,14,46,34,16,0,61,43,0,1,42,35,0,47,34,33,0,0,44,0,12,0,0,36,0,0,0,0,0,0,0,0,41,0,0,16,0,52,0,0,0,20,47,0,39,21,0,51,35,7,30,55,36,0,0,0,23,21,42,0,63,0,37,21,25,41,0,0,28,0,20,0,0,0,45,0,44,17,9,10,32,47,0,29,0,0,40,39,0,21,11,54,28,57,0,0,0,29,11,23,0,0,38,0,0,0,0,4,49,45,0,0,29,41,12,25,0,0,0,0,0,0,0,0,0,16,0,0,26,41,0,0,0,36,32,25,0,0,0,0,37,0,0,16,26,31,12,0,42,0,0,0,0,16,0,17,45,55,24,31,0,0,0,22,0,0,0,44,0,0,0,0,0,0,19,26,0,0,23,23,39,19,32,0,17,26,39,25,0,0,13,0,26,28,29,3,0,25,27,0,29,0,0,0,0,0,0,43,11,19,0,0,0,19,0,0,38,0,1,54,31,0,26,0,48,63,37,25,53,27,50,33,34
"cell50",40,72,58,50,43,51,52,48,33,74,17,35,8,56,48,26,44,49,15,31,41,26,60,53,23,39,39,21,36,47,41,36,34,44,27,15,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,5,8,6,5,0,0,40,18,0,13,0,33,48,0,0,0,0,66,0,41,0,32,2,31,39,28,0,0,0,31,0,0,0,24,12,0,36,0,49,42,36,0,18,0,0,0,43,0,55,2,0,32,29,0,0,0,11,25,9,36,0,39,22,55,0,7,0,0,0,31,0,8,0,0,49,30,23,27,42,21,39,0,1,12,0,32,37,0,0,0,0,0,25,0,2,0,43,35,12,34,44,29,56,0,0,44,55,43,20,0,0,27,33,0,35,55,12,0,0,0,17,51,0,0,44,53,29,52,70,24,20,42,17,14,0,17,50,24,0,20,50,47,0,0,56,31,0,40,45,32,26,1,36,0,22,0,5,38,0,6,0,2,14,0,5,8,8,10,0,27,0,60,0,0,0,34,62,14,32,36,0,75,30,29,49,35,24,1,0,0,32,30,34,30,81,0,29,20,35,55,45,19,32,26,2,55,0,0,46,0,53,25,10,7,27,53,38,2,57,49,66,24,45,28,9,47,50,51,2,0,0,45,20,41,0,3,45,1,1,0,0,0,84,44,0,0,19,55,31,36,0,0,5,0,12,1,0,0,0,17,0,0,41,24,0,0,0,34,29,39,0,0,1,0,45,4,7,18,39,42,14,0,56,0,0,0,4,27,0,29,50,78,45,9,21,47,11,2,0,0,0,47,0,0,0,0,0,0,19,23,0,0,29,34,58,28,43,1,38,39,57,23,0,0,38,0,31,28,45,0,3,37,23,0,46,0,0,0,0,89,0,27,26,27,0,54,0,22,0,0,37,0,3,51,44,25,28,0,66,47,57,34,29,28,40,35,34
"cell51",33,52,51,49,47,41,62,47,20,65,35,45,21,40,43,16,25,36,25,32,20,15,48,45,33,48,44,30,39,37,51,22,40,43,28,11,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,17,9,16,7,11,15,3,8,2,13,8,16,44,19,54,24,40,24,47,38,45,23,27,45,31,29,34,53,39,24,31,46,42,42,35,23,23,15,22,24,14,2,33,32,29,29,35,29,1,0,19,3,0,0,31,11,0,32,47,16,30,35,0,46,0,46,1,0,32,32,38,31,36,21,1,25,32,37,8,56,46,33,0,0,0,27,1,46,43,23,49,30,64,3,68,26,0,37,26,0,9,1,9,26,0,53,49,45,0,1,0,0,0,28,1,19,0,45,37,31,31,23,19,18,68,48,0,15,53,29,0,32,13,22,16,59,1,14,0,0,47,30,18,34,50,25,45,45,32,42,45,40,65,32,13,3,8,8,30,73,28,26,27,43,0,41,0,2,1,47,30,38,59,44,21,44,21,17,0,16,3,0,11,33,58,34,0,0,0,32,0,49,39,1,36,28,6,31,0,35,37,5,24,34,38,38,31,25,34,39,0,25,46,0,17,44,43,47,37,18,26,44,22,20,0,45,34,1,34,44,41,2,0,0,34,35,51,22,71,23,40,18,34,42,49,34,18,37,1,57,0,68,29,0,32,31,10,15,24,41,17,2,47,26,49,48,24,28,25,31,28,51,0,46,44,0,33,0,54,26,0,32,42,28,42,72,2,0,44,20,25,48,23,0,2,16,30,51,36,22,0,0,0,2,3,1,43,0,5,43,32,0,0,0,31,53,31,32,2,18,44,6,4,39,19,0,41,39,18,35,1,20,0,4,14,43,37,0,20,67,13,0,34,51,35,0,42,9,0,0,0,0,23,29,0,23,0,29,52,34,49,1,35,31,32,22,0,0,23,0,21,22,60,9,0,29,25,0,40,0,26,9,14,54,5,19,16,22,36,57,27,21,20,37,42,9,0,49,45,28,0,0,36,55,35,19,39,9,46,27,50
"cell52",57,73,48,57,66,45,71,52,36,87,31,43,28,54,38,21,63,41,19,28,23,39,68,38,28,43,58,35,43,43,44,40,30,59,34,20,61,43,38,29,18,26,36,55,40,15,17,10,22,11,24,1,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,23,0,26,29,0,0,0,0,32,1,65,0,39,0,15,51,12,0,0,0,27,3,26,0,44,8,0,78,0,30,15,59,0,9,0,0,0,45,0,56,0,0,24,38,0,0,0,27,22,14,0,0,0,0,0,0,34,0,0,0,49,0,13,0,42,42,27,33,50,41,43,55,0,42,13,0,41,50,0,0,0,0,0,33,0,1,1,32,22,17,55,54,29,54,0,6,55,47,34,72,0,0,9,25,0,28,57,13,0,0,0,12,19,0,0,43,74,36,44,63,39,40,64,17,2,0,16,45,31,27,0,73,48,0,0,52,29,0,65,39,54,0,0,46,0,12,0,0,40,39,0,0,0,22,0,0,0,36,0,0,20,0,47,0,0,4,2,21,10,43,49,0,53,31,27,44,37,43,0,0,0,26,38,40,0,53,19,46,0,0,0,0,1,36,0,35,0,12,73,61,0,54,30,4,15,49,47,0,27,0,0,57,32,0,28,35,35,3,5,0,0,0,23,10,27,0,0,47,0,0,0,0,50,48,69,0,0,20,45,17,6,19,0,0,0,0,37,0,45,6,23,8,0,42,37,9,0,0,21,19,32,0,0,0,0,49,0,0,36,37,31,23,0,59,0,0,0,1,24,0,24,39,60,27,27,0,0,0,54,0,0,0,56,0,42,11,7,11,43,41,28,0,0,22,21,51,34,53,7,14,36,68,17,0,0,0,0,23,29,29,4,1,53,18,0,49,0,38,6,15,0,0,38,12,25,0,0,0,26,0,0,0,0,2,72,50,0,39,2,54,59,37,40,34,18,52,16,44
"cell53",57,65,51,47,52,45,57,40,22,58,34,33,13,41,62,27,36,37,22,35,32,26,49,44,39,31,27,44,31,57,38,38,28,57,39,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,8,0,0,0,0,0,0,0,0,2,10,23,6,7,35,44,23,17,15,40,33,22,32,2,37,48,46,36,52,36,2,0,26,10,0,0,40,19,37,39,38,45,25,47,0,30,0,21,0,36,24,8,3,0,0,22,21,19,1,25,3,53,26,18,30,8,17,40,9,36,23,19,54,10,51,2,22,18,23,1,14,0,19,2,11,35,0,41,43,49,0,3,0,0,0,28,0,8,0,30,41,34,23,56,30,39,49,40,0,31,4,30,52,16,1,0,6,3,17,2,0,0,52,27,19,47,38,18,80,30,34,41,29,39,51,2,5,25,27,0,21,76,15,1,0,26,39,42,0,2,22,41,38,42,54,24,24,37,13,14,0,28,46,32,2,28,54,56,0,0,27,33,0,44,57,0,47,24,2,35,36,30,27,1,28,33,23,38,12,21,42,26,0,24,48,0,9,78,28,22,0,26,53,37,35,36,1,56,33,2,30,40,40,0,1,0,19,44,40,21,48,0,27,28,22,36,42,25,17,34,1,50,0,59,45,0,37,21,16,19,38,43,8,5,48,34,36,33,39,37,26,39,28,58,0,11,6,25,19,11,0,18,0,28,47,18,53,22,33,1,48,19,30,54,27,28,0,51,39,63,13,49,0,0,0,4,0,0,48,2,0,4,0,36,23,45,6,2,21,1,33,35,54,2,0,54,30,0,43,0,4,4,0,18,3,30,38,62,30,0,35,67,33,1,21,27,12,8,0,0,0,0,0,0,36,42,0,0,15,29,68,27,49,2,26,34,60,19,0,0,50,0,32,28,62,9,7,31,21,2,44,0,0,0,0,78,0,29,14,19,31,57,18,15,0,5,32,0,2,57,41,34,0,1,46,35,48,33,38,15,35,14,31
"cell54",74,70,39,75,54,33,65,53,20,88,19,36,13,49,45,20,31,46,17,41,22,31,59,44,48,32,64,27,43,35,61,37,27,55,36,24,47,48,24,37,33,33,50,59,32,35,30,21,23,34,30,36,12,29,12,24,17,8,12,12,6,14,8,26,23,2,0,0,0,0,1,3,14,0,11,0,2,2,6,2,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,23,0,34,26,0,0,0,0,48,0,28,0,46,0,12,43,16,6,0,4,26,1,18,0,24,9,0,51,0,49,23,15,0,17,0,0,0,60,0,75,1,0,21,23,0,0,0,24,18,8,0,0,12,0,0,0,41,0,0,0,40,0,11,0,52,55,19,22,40,23,27,65,33,53,1,19,29,35,7,2,2,0,0,18,0,0,0,39,58,20,48,57,35,62,20,31,35,46,51,43,9,9,26,16,2,39,49,8,17,4,16,6,47,0,0,39,45,36,54,58,35,28,52,22,3,0,23,39,24,42,0,59,20,0,0,30,25,0,68,54,46,0,0,54,0,16,0,0,53,36,0,0,0,23,0,0,0,43,0,0,25,0,53,0,0,34,0,4,35,48,24,0,44,25,22,41,47,51,0,0,0,36,31,39,0,56,13,35,0,0,0,0,0,46,0,35,13,8,55,57,0,40,21,11,18,37,33,0,32,0,0,62,32,0,18,18,57,0,0,0,0,0,48,6,32,0,0,54,0,0,0,0,53,51,48,0,0,23,67,20,1,34,0,0,0,0,30,0,48,13,19,29,12,19,41,37,8,0,31,15,38,6,7,0,0,40,0,0,11,20,35,12,0,34,0,0,0,5,26,0,31,35,55,39,38,0,0,0,29,0,0,0,40,0,48,18,20,22,39,41,26,0,6,11,32,76,46,65,0,30,45,40,23,0,0,1,0,26,27,2,3,5,43,26,0,38,2,38,25,31,0,27,22,26,16,0,0,0,25,0,9,0,14,3,55,40,0,38,0,63,75,46,39,41,10,69,39,59
