"","Burn1_TF1","Burn2_TF1","Burn2_TF2","Burn3_TF1","Burn3_TF2","Burn3_TF3","Burn4_TF1","Burn4_TF2","Burn5_TF1","Burn5_TF2","Burn6_TF1","Burn6_TF2","A1_TF1","A2_TF1","A3_TF1","A3_TF2","A4_TF1","A4_TF2","A4_TF3","A4_TF4","A4_TF5","A4_TF6","B1_TF1","B2_TF1","B2_TF2","B3_TF1","B3_TF2","B3_TF3","B3_TF4","B3_TF5","B4_TF1","B5_TF1","C1_TF1","C2_TF1","C2_TF2","C2_TF3","C2_TF4","C3_TF1","C3_TF2","C4_TF1","C4_TF2","C4_TF3","C5_TF1","C5_TF2","C6_TF1","D1_TF1","D1_TF2","D2_TF1","D3_TF1","D4_TF1","D4_TF2","D5_TF1","D5_TF2","D6_TF1","Target1","Target2","Target3","Target4","Target5","Target6","Target7","Target8","Target9","Target10","Target11","Target12","Target13","Target14","Target15","Target16","Target17","Target18","Target19","Target20","Target21","Target22","Target23","Target24","Target25","Target26","Target27","Target28","Target29","Target30","Target31","Target32","Target33","Target34","Target35","Target36","Target37","Target38","Target39","Target40","Target41","Target42","Target43","Target44","Target45","Target46","Target47","Target48","Target49","Target50","Target51","Target52","Target53","Target54","Target55","Target56","Target57","Target58","Target59","Target60","Target61","Target62","Target63","Target64","Target65","Target66","Target67","Target68","Target69","Target70","Target71","Target72","Target73","Target74","Target75","Target76","Target77","Target78","Target79","Target80","Target81","Target82","Target83","Target84","Target85","Target86","Target87","Target88","Target89","Target90","Target91","Target92","Target93","Target94","Target95","Target96","Target97","Target98","Target99","Target100","Target101","Target102","Target103","Target104","Target105","Target106","Target107","Target108","Target109","Target110","Target111","Target112","Target113","Target114","Target115","Target116","Target117","Target118","Target119","Target120","Target121","Target122","Target123","Target124","Target125","Target126","Target127","Target128","Target129","Target130","Target131","Target132","Target133","Target134","Target135","Target136","Target137","Target138","Target139","Target140"
"cell11",34,19,9,15,25,19,35,26,54,11,19,29,12,16,3,0,16,17,31,16,27,23,11,5,5,9,4,22,23,11,0,0,0,0,0,0,0,17,27,0,0,0,15,34,0,0,0,0,0,0,0,0,0,0,39,14,7,5,0,17,0,20,0,0,0,0,0,28,21,26,24,47,44,47,14,0,0,0,0,0,43,0,47,16,11,0,4,0,11,0,0,0,0,20,18,22,20,13,41,22,0,0,25,0,27,0,0,0,45,0,0,0,6,0,0,11,23,34,37,38,8,0,41,44,2,2,20,4,1,0,0,18,25,0,58,16,0,0,5,0,28,0,0,0,0,0,0,0,27,1,13,15,20,18,0,31,0,29,0,0,39,33,0,25,2,1,26,21,10,0,14,19,8,27,24,31,0,0,16,0,0,19,20,0,12,0,33,0,22,0,36,0,43,0
"cell12",46,14,30,31,39,14,52,44,46,23,14,28,30,35,0,1,26,14,57,18,33,31,29,19,21,0,2,0,2,0,4,1,0,0,0,0,0,27,56,0,0,0,23,33,0,0,0,0,0,0,0,0,0,0,40,29,1,17,0,23,0,27,0,0,0,0,0,34,24,60,61,46,54,53,29,0,0,0,0,0,30,35,53,39,30,0,30,0,29,0,0,0,0,1,4,28,9,26,58,23,0,0,37,0,38,0,0,0,50,0,0,0,15,0,0,10,21,56,38,48,18,0,37,60,4,34,35,0,0,0,0,28,21,0,57,19,0,0,4,0,34,17,1,5,0,0,0,0,30,1,33,42,51,19,0,27,2,44,0,1,57,19,0,36,6,0,51,21,22,0,25,9,21,29,25,50,0,0,57,0,0,28,5,0,26,0,48,0,19,0,54,0,38,0
"cell13",14,9,14,14,6,9,19,16,23,9,9,18,11,14,5,1,0,0,0,0,0,0,0,0,0,16,23,30,21,18,0,0,0,0,0,0,0,10,24,0,0,0,8,18,0,0,0,0,0,0,0,0,0,0,23,0,11,6,0,16,0,13,0,0,0,0,0,17,7,27,16,21,39,25,4,0,0,0,0,0,24,0,35,12,0,0,0,26,5,0,0,0,0,16,17,18,26,19,40,11,0,0,19,0,13,0,0,0,27,0,0,0,9,0,0,3,13,18,24,24,15,0,18,18,0,0,0,11,20,0,0,10,20,0,34,15,0,0,9,0,25,0,0,0,0,0,0,0,0,18,0,0,19,15,2,18,0,12,0,0,13,9,0,10,0,0,20,0,0,0,18,19,0,33,9,24,0,0,25,0,0,19,19,0,16,0,24,0,7,0,15,0,8,0
"cell14",8,15,4,18,12,13,23,25,24,12,9,29,6,11,14,5,0,0,0,0,0,0,0,0,0,18,16,33,24,10,0,0,0,0,0,0,0,16,18,0,0,0,13,27,0,0,0,0,0,0,0,0,0,0,26,0,15,8,0,12,0,21,0,0,0,0,0,9,18,27,30,28,33,17,6,0,0,0,0,0,22,0,34,12,0,0,0,17,0,0,0,0,0,16,12,24,18,21,34,13,0,0,21,0,17,0,0,0,26,0,0,0,12,0,0,2,7,24,12,20,15,0,13,42,3,0,0,12,12,0,0,14,12,0,30,13,0,0,5,0,19,0,0,0,0,0,0,0,0,26,0,0,17,15,1,13,0,25,0,0,21,15,0,16,0,0,26,0,0,0,26,13,0,16,12,17,0,0,19,0,0,19,21,0,5,0,15,0,10,1,31,0,14,0
"cell15",22,31,16,18,28,15,41,32,38,21,14,30,26,25,3,3,18,26,35,21,22,16,15,14,10,0,0,2,1,0,0,0,0,0,0,0,0,19,45,0,0,0,29,38,0,0,0,0,0,0,0,0,0,0,48,16,0,17,0,20,0,19,0,0,0,0,0,26,28,40,25,44,41,36,18,0,0,0,0,0,47,17,44,21,30,0,25,0,17,0,0,0,0,8,19,20,19,19,36,11,0,0,43,0,34,0,0,0,54,0,0,0,15,0,0,10,16,41,21,45,17,0,33,29,0,26,27,0,1,0,0,19,20,0,45,15,0,0,13,0,30,0,0,0,0,0,0,0,29,4,27,43,37,16,1,33,0,34,0,0,32,6,0,29,1,0,31,28,8,0,27,16,26,23,24,46,0,0,39,0,0,20,15,0,12,0,32,0,23,0,41,0,27,0
"cell16",38,21,12,11,20,8,23,29,39,8,12,11,14,9,0,4,5,20,14,11,10,4,2,0,0,23,30,35,45,25,0,0,0,0,0,0,0,24,28,0,0,0,26,36,0,0,0,0,0,0,0,0,0,0,28,6,11,8,0,8,0,13,0,0,0,0,0,17,23,19,31,65,34,30,3,0,0,0,0,0,26,0,42,16,0,0,0,2,14,0,0,0,0,25,22,16,21,21,43,17,0,0,18,0,25,0,0,0,30,0,0,0,11,0,0,7,24,23,30,32,1,1,24,39,2,0,2,12,12,0,0,30,20,0,44,13,0,0,8,0,27,0,0,0,0,0,0,0,16,8,13,2,19,4,0,24,4,15,0,0,36,22,0,22,1,0,12,18,3,0,28,24,0,25,18,26,0,0,17,0,0,27,22,0,11,0,25,0,21,0,31,0,20,0
"cell17",25,37,20,16,17,11,24,24,44,15,14,36,14,23,3,1,19,18,24,28,16,12,20,21,3,2,0,3,4,3,0,0,0,0,0,0,0,16,31,0,0,0,32,45,0,0,0,0,0,0,0,0,0,0,21,23,3,5,0,28,0,22,0,0,0,0,0,35,10,17,41,46,44,36,9,0,0,0,0,0,33,9,39,17,15,0,19,0,17,0,0,0,0,8,18,30,25,21,41,11,0,0,36,0,31,0,0,0,47,0,0,0,28,0,0,5,10,44,29,36,18,0,35,39,0,29,33,0,0,0,0,14,28,0,46,16,0,0,4,0,20,0,0,0,0,0,0,0,25,1,31,20,28,15,0,28,0,24,0,0,30,14,0,26,0,0,43,38,14,0,32,19,16,25,21,37,0,0,22,0,0,24,9,0,16,0,29,0,20,0,33,0,33,0
"cell18",19,21,12,15,14,11,30,19,36,11,19,31,19,18,2,1,5,1,16,3,3,6,0,0,0,16,22,36,42,29,0,0,0,0,0,0,0,24,23,0,0,0,23,23,0,0,0,0,0,0,0,0,0,0,21,0,12,5,0,23,0,14,0,0,0,0,0,14,18,27,28,31,47,24,13,0,0,0,0,0,34,0,42,23,0,0,0,0,13,0,0,0,0,28,21,19,16,17,38,24,0,0,22,0,11,0,0,0,41,0,0,0,12,0,0,13,18,29,26,20,28,0,29,47,2,0,0,14,4,0,0,24,33,0,50,21,0,0,9,0,15,0,0,0,0,0,0,0,5,13,0,0,29,15,0,23,0,21,0,0,29,11,0,21,0,0,23,6,0,0,14,18,0,23,9,31,0,0,25,0,0,16,27,0,8,0,36,0,11,0,31,0,17,0
"cell19",32,24,14,13,15,19,34,30,48,12,13,39,17,23,1,2,24,10,23,27,24,15,17,4,0,14,7,33,27,13,0,0,0,0,0,0,0,22,33,0,0,0,21,47,0,0,0,0,0,0,0,0,0,0,36,19,9,8,0,21,0,18,0,0,0,0,0,23,16,25,26,40,36,42,15,0,0,0,0,0,31,0,53,18,7,0,3,0,16,0,0,0,0,15,18,23,19,20,33,31,0,0,21,0,29,0,0,0,49,0,0,0,8,0,0,9,14,30,37,38,11,0,34,55,0,4,4,3,3,0,0,30,25,0,49,22,0,0,7,0,30,0,0,0,0,0,0,0,32,5,17,7,33,28,2,25,0,20,0,0,39,20,0,31,0,2,17,14,16,0,13,18,9,31,18,36,0,0,22,0,0,21,22,0,16,0,35,0,24,0,39,0,27,0
"cell20",70,46,29,35,60,26,71,62,69,23,33,60,26,30,3,11,44,24,47,86,55,73,62,41,25,6,0,0,0,1,37,4,32,16,61,23,26,4,10,0,0,0,59,74,0,0,3,2,0,0,0,0,0,0,97,49,3,0,48,29,0,65,34,39,0,0,0,48,43,0,85,89,89,96,41,37,77,81,43,51,70,69,81,41,60,0,52,0,5,0,0,0,0,0,0,54,0,50,76,43,0,0,59,0,50,0,0,0,97,0,41,0,32,0,32,27,37,45,72,88,54,0,73,103,4,77,73,0,0,0,0,48,31,0,114,52,0,0,0,57,0,60,69,67,35,39,73,51,65,0,52,63,58,46,1,81,0,5,8,10,56,38,34,64,0,2,80,50,35,0,59,0,25,56,28,125,0,0,33,13,57,40,15,4,37,0,93,0,36,0,81,51,63,38
"cell21",29,15,2,13,16,12,23,23,40,5,7,21,8,15,0,0,4,11,8,12,9,6,0,0,0,15,17,32,31,22,0,0,0,0,0,0,0,6,15,0,0,0,21,21,0,0,0,0,0,0,0,0,0,0,30,4,12,4,0,18,0,12,0,0,0,0,0,15,14,9,21,31,29,15,5,0,0,0,0,0,32,0,26,24,0,0,0,1,16,0,0,0,0,15,21,13,11,13,31,9,0,0,15,0,12,0,0,0,40,0,0,0,4,0,0,3,16,25,26,30,6,1,35,32,2,0,0,20,12,0,0,13,21,0,24,14,0,0,5,0,27,0,0,0,0,0,0,0,16,5,3,2,12,9,0,15,1,11,0,0,32,14,0,16,0,1,29,16,0,0,15,17,0,23,19,23,0,0,22,0,0,15,15,0,10,0,25,0,17,0,22,0,25,0
"cell22",50,46,22,19,34,15,38,30,47,16,23,25,36,18,4,1,24,20,36,33,31,31,25,27,13,0,0,3,2,4,2,0,0,0,0,0,0,17,54,0,0,0,26,50,0,0,0,0,0,0,0,0,0,0,42,30,5,28,0,23,0,27,0,0,0,0,0,20,26,51,53,49,57,51,9,0,0,0,0,0,40,20,82,27,22,0,28,0,13,0,0,0,0,18,22,42,18,30,36,32,0,0,38,0,33,0,0,0,70,0,0,0,12,0,0,10,26,52,48,41,22,0,55,47,0,33,41,0,0,0,0,25,34,0,69,37,0,0,11,0,47,0,0,0,0,0,0,0,39,2,35,26,34,21,0,40,0,35,0,0,47,12,0,34,2,2,44,18,10,0,41,24,26,35,31,46,0,0,22,0,0,28,7,0,32,0,53,0,36,0,63,0,50,0
"cell23",233,154,87,145,81,66,213,111,203,94,93,184,135,92,2,0,129,84,190,121,129,133,123,109,81,0,0,0,4,4,43,7,84,46,131,72,89,0,0,22,19,21,96,144,4,0,2,0,0,0,0,0,0,0,201,118,9,4,182,10,0,125,192,103,0,0,0,96,110,0,149,233,293,165,80,160,163,215,111,97,128,285,178,93,126,0,128,0,10,0,0,0,5,0,0,152,0,133,233,104,0,0,117,0,163,0,0,0,234,0,94,0,68,0,135,107,72,68,185,182,77,0,143,197,11,188,136,0,0,0,0,115,111,0,275,115,0,0,0,103,2,76,153,169,123,121,167,127,154,0,90,192,117,102,0,117,0,93,18,17,121,14,61,168,3,156,123,143,67,0,121,0,94,143,102,220,0,0,23,75,125,116,27,1,19,0,230,0,111,0,223,229,146,134
"cell24",25,20,17,14,25,7,27,30,39,14,12,23,20,19,0,6,22,15,35,26,32,20,24,20,5,0,0,0,1,0,3,2,0,0,0,0,0,10,26,0,0,0,13,35,0,0,0,0,0,0,0,0,0,0,37,18,0,15,0,21,0,36,0,0,0,0,0,32,16,15,41,53,33,36,13,0,0,0,0,0,35,37,41,16,23,0,30,0,19,0,0,0,0,6,16,23,14,23,51,11,0,0,33,0,30,0,0,0,71,0,0,0,10,0,0,7,21,36,38,32,24,0,15,42,5,24,25,0,0,0,0,25,25,0,36,25,0,0,2,0,28,2,0,0,0,0,0,0,13,0,25,21,34,23,0,21,0,20,0,2,21,31,0,22,0,1,38,24,10,0,23,10,14,30,16,50,0,0,26,0,0,28,4,0,26,0,33,0,11,0,41,0,24,0
"cell25",22,11,13,16,12,13,23,19,28,10,7,18,18,10,10,6,0,0,0,0,0,0,0,0,0,18,14,28,18,22,0,0,0,0,0,0,0,11,13,0,0,0,7,29,0,0,0,0,0,0,0,0,0,0,20,0,12,8,0,14,0,16,0,0,0,0,0,12,12,21,10,17,22,11,8,0,0,0,0,0,21,0,40,6,0,0,0,9,3,0,0,0,0,7,14,21,9,12,26,17,0,0,15,0,20,0,0,0,20,0,0,0,7,0,0,6,11,33,22,14,13,0,27,22,2,0,0,19,4,0,0,8,13,0,25,14,0,0,6,0,15,0,0,0,0,0,0,0,0,18,0,0,21,11,1,14,0,16,0,0,27,7,0,11,1,0,24,0,0,0,14,23,0,13,13,20,0,0,11,0,0,12,11,0,4,0,22,0,10,0,33,0,20,0
"cell26",66,35,15,27,47,18,34,44,57,22,26,67,11,45,5,3,31,26,38,44,41,46,32,40,28,0,0,0,0,0,15,4,15,12,21,11,18,8,21,0,0,0,45,58,0,7,8,0,4,0,0,0,0,0,73,37,0,0,24,44,0,29,36,13,0,0,5,34,17,5,55,67,72,81,28,51,28,56,22,33,50,80,68,40,27,0,43,0,7,0,0,0,0,0,0,52,2,44,94,23,0,0,37,0,47,0,0,0,83,0,6,0,25,0,9,16,22,66,68,56,31,0,74,79,6,37,43,0,0,0,0,24,49,0,84,33,0,0,0,52,3,14,101,72,38,17,47,21,56,0,48,37,38,31,0,50,0,6,11,13,25,21,21,61,3,0,56,45,22,0,38,0,31,57,20,62,0,0,56,19,27,30,1,0,27,0,53,0,20,0,51,70,69,17
"cell27",25,21,7,14,6,9,26,26,32,9,22,25,6,13,0,0,5,5,4,6,6,13,0,0,0,19,10,35,49,32,0,0,0,0,0,0,0,15,25,0,0,0,18,13,0,0,0,0,0,0,0,0,0,0,17,0,13,5,0,13,0,10,0,0,0,0,0,13,13,17,16,30,24,17,8,0,0,0,0,0,23,0,23,9,0,0,0,4,10,0,0,0,0,18,15,8,14,15,33,12,0,0,20,0,12,0,0,0,31,0,0,0,6,0,0,0,15,26,17,20,14,0,31,30,3,0,0,22,13,0,0,11,12,0,30,13,0,0,4,0,17,0,0,0,0,0,0,0,3,6,0,0,16,10,4,14,0,21,0,0,33,10,0,25,0,0,25,6,1,0,16,21,0,28,8,21,0,0,15,0,0,15,19,0,7,0,27,0,15,0,24,0,14,0
"cell28",36,44,29,26,25,14,40,40,45,18,28,44,17,15,5,1,29,17,34,36,22,27,31,16,13,0,0,1,4,1,0,0,0,0,0,0,0,17,55,0,0,0,24,47,0,0,0,0,0,0,0,0,0,0,39,30,5,21,0,16,0,22,0,0,1,0,0,33,33,27,29,49,57,42,17,0,0,0,0,0,41,25,59,26,33,0,25,0,17,0,0,0,0,16,13,33,29,35,54,24,0,0,40,0,33,0,0,0,61,0,0,0,30,0,0,7,19,46,44,36,36,2,58,53,0,31,41,0,0,0,0,14,28,0,68,37,0,0,9,0,41,0,0,0,0,0,0,0,51,0,43,27,25,16,0,37,0,44,0,0,43,10,0,39,1,1,52,26,8,0,27,23,20,35,26,61,0,0,31,0,0,36,9,0,22,0,44,0,24,0,48,0,33,0
"cell29",104,111,76,82,101,62,110,135,147,44,96,79,91,63,22,5,102,120,160,119,105,100,104,109,35,0,0,0,0,0,61,2,51,49,78,37,25,2,15,12,7,2,73,108,7,2,0,0,5,0,0,0,0,0,163,116,3,4,105,25,0,57,129,82,0,0,0,96,61,0,138,200,258,121,51,166,134,158,95,98,126,172,175,81,70,0,73,0,7,0,0,0,0,0,0,103,0,91,193,75,0,0,108,0,125,0,0,0,165,0,87,0,73,0,90,39,88,35,135,149,89,0,149,215,6,119,122,0,0,0,0,72,66,0,166,80,0,0,0,134,4,78,158,155,94,62,185,71,120,0,132,141,85,105,0,98,3,18,18,22,112,27,48,147,1,46,119,117,43,0,117,0,87,86,94,157,0,0,13,85,105,81,5,0,45,0,132,0,99,0,134,210,135,118
"cell30",26,19,9,10,15,18,22,28,28,12,11,17,16,7,8,10,0,0,0,0,0,0,0,0,0,22,21,28,21,18,0,0,0,0,0,0,0,15,40,0,0,0,14,40,0,0,0,0,0,0,0,0,0,0,29,0,11,5,0,7,0,16,0,0,2,0,0,18,16,21,26,35,39,42,17,0,0,0,0,0,32,0,36,14,0,0,0,12,2,0,0,0,0,12,20,14,18,26,40,15,0,0,17,0,27,0,0,0,35,0,0,0,19,0,0,7,19,27,18,21,18,0,27,39,3,0,0,19,13,0,0,18,17,0,27,20,0,0,12,0,34,0,0,0,0,0,0,0,0,15,0,0,24,30,1,21,0,19,0,0,26,14,0,32,1,0,25,0,0,0,22,25,0,23,27,33,0,0,17,0,0,14,37,0,13,0,20,0,16,0,23,0,24,0
