"","Burn1_TF1","Burn1_TF2","Burn1_TF3","Burn1_TF4","Burn2_TF1","Burn2_TF2","Burn2_TF3","Burn2_TF4","Burn3_TF1","Burn4_TF1","Burn4_TF2","Burn5_TF1","Burn5_TF2","Burn5_TF3","Burn5_TF4","Burn6_TF1","Burn6_TF2","Burn6_TF3","A1_TF1","A1_TF2","A2_TF1","A2_TF2","A3_TF1","A4_TF1","A4_TF2","B1_TF1","B1_TF2","B2_TF1","B2_TF2","B3_TF1","B3_TF2","B3_TF3","B3_TF4","B4_TF1","B4_TF2","B5_TF1","B5_TF2","B6_TF1","B6_TF2","C1_TF1","C2_TF1","C2_TF2","C3_TF1","C4_TF1","C4_TF2","C5_TF1","C6_TF1","D1_TF1","D1_TF2","D2_TF1","D3_TF1","D3_TF2","D4_TF1","D5_TF1","D5_TF2","D6_TF1","E1_TF1","E2_TF1","E2_TF2","E3_TF1","E3_TF2","E3_TF3","E4_TF1","E4_TF2","E5_TF1","E6_TF1","F1_TF1","F1_TF2","F2_TF1","F2_TF2","F2_TF3","F2_TF4","F3_TF1","F3_TF2","F4_TF1","F4_TF2","F5_TF1","F5_TF2","F5_TF3","F6_TF1","Target1","Target2","Target3","Target4","Target5","Target6","Target7","Target8","Target9","Target10","Target11","Target12","Target13","Target14","Target15","Target16","Target17","Target18","Target19","Target20","Target21","Target22","Target23","Target24","Target25","Target26","Target27","Target28","Target29","Target30","Target31","Target32","Target33","Target34","Target35","Target36","Target37","Target38","Target39","Target40","Target41","Target42","Target43","Target44","Target45","Target46","Target47","Target48","Target49","Target50","Target51","Target52","Target53","Target54","Target55","Target56","Target57","Target58","Target59","Target60","Target61","Target62","Target63","Target64","Target65","Target66","Target67","Target68","Target69","Target70","Target71","Target72","Target73","Target74","Target75","Target76","Target77","Target78","Target79","Target80","Target81","Target82","Target83","Target84","Target85","Target86","Target87","Target88","Target89","Target90","Target91","Target92","Target93","Target94","Target95","Target96","Target97","Target98","Target99","Target100","Target101","Target102","Target103","Target104","Target105","Target106","Target107","Target108","Target109","Target110","Target111","Target112","Target113","Target114","Target115","Target116","Target117","Target118","Target119","Target120","Target121","Target122","Target123","Target124","Target125","Target126","Target127","Target128","Target129","Target130","Target131","Target132","Target133","Target134","Target135","Target136","Target137","Target138","Target139","Target140"
"cell11",17,19,13,26,17,15,13,9,22,4,8,9,11,25,10,16,5,20,4,13,1,0,28,3,0,2,1,0,0,9,27,22,7,0,0,13,19,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,21,0,0,17,9,17,0,17,25,0,0,0,25,0,28,20,0,0,0,12,0,5,16,0,5,5,0,0,21,0,0,0,0,0,12,0,0,16,0,0,0,20,13,15,0,0,17,10,0,17,0,30,0,30,21,0,18,0,12,11,0,0,20,0,0,0,0,25,0,0,21,14,20,0,9,0,12,17,10,6,21,0,0,0,0,10,19,0,21,0,26,0,0,19,14,9,17,0,7,0,0,0,0,0,0,0,0,9,0,0,24,0,30,21,25,0,35,6,3,32,0,4,0,0,0,0,15,18,0,0,0,0,0,0,0,13,22,0,8,0,0,32,6,10,12,14,0
"cell12",46,36,33,27,17,29,22,22,33,17,11,8,5,23,12,17,12,26,13,37,13,22,0,23,16,6,12,1,0,19,15,12,16,0,0,24,12,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,27,0,0,27,17,17,0,12,32,0,0,0,31,0,37,22,0,0,0,14,0,40,0,0,10,25,0,7,27,0,0,0,0,0,18,0,0,19,0,0,13,16,15,13,0,0,21,15,0,18,0,53,0,41,40,0,25,0,4,13,0,0,22,0,0,0,0,37,0,0,14,22,47,4,2,0,14,30,7,23,19,0,0,0,0,10,32,0,0,4,18,0,0,17,14,24,20,0,9,0,0,0,0,0,0,0,0,15,3,0,17,0,37,13,28,0,36,18,0,25,0,13,0,0,0,0,23,35,0,0,0,0,0,0,0,25,5,0,23,0,0,34,13,12,18,36,0
"cell13",32,19,21,20,19,27,14,23,24,12,7,18,28,29,16,32,3,22,12,19,9,17,5,0,6,0,0,0,0,10,29,15,27,0,0,19,30,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,18,0,0,17,7,13,0,25,32,0,0,0,32,0,31,19,6,0,0,24,0,29,0,0,17,18,0,2,21,0,0,0,0,0,6,0,0,31,0,0,0,36,19,15,0,0,18,18,0,32,0,25,0,29,26,0,14,0,19,14,0,0,18,0,0,0,0,38,0,0,15,22,23,0,6,0,15,21,15,20,18,0,0,0,0,28,10,0,0,0,18,0,0,35,13,23,15,0,21,0,0,0,0,0,0,0,0,8,1,0,32,0,12,16,16,0,37,14,2,35,2,11,0,0,0,0,14,18,0,0,0,0,0,0,0,13,21,0,14,0,0,37,11,14,9,14,0
"cell14",52,25,20,24,14,21,32,15,21,23,19,16,17,34,18,35,11,25,9,26,26,30,1,3,1,0,0,0,0,20,17,34,15,0,0,19,26,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,17,0,0,29,11,13,0,33,21,0,0,0,23,0,27,26,0,0,0,31,0,25,0,0,18,27,4,1,32,0,0,0,0,0,19,0,0,23,0,0,0,14,24,13,0,0,22,22,1,13,0,58,0,34,41,0,20,0,31,13,0,0,16,0,0,0,0,41,0,0,16,20,22,0,11,0,29,33,16,14,25,0,0,0,0,20,27,0,0,0,24,0,0,45,16,26,20,0,27,0,0,0,0,0,0,0,0,4,0,0,20,0,19,15,27,2,42,22,3,45,5,18,0,0,0,0,21,26,0,0,0,0,0,0,1,12,19,0,16,0,0,32,16,10,23,15,0
"cell15",48,25,28,17,19,25,20,14,48,10,16,12,19,25,17,20,14,18,19,17,12,18,0,33,20,11,19,1,6,8,13,10,16,0,0,18,16,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,25,0,0,29,16,14,0,30,21,0,0,0,10,0,22,22,9,0,0,16,0,12,0,0,11,28,0,12,28,0,0,0,0,0,14,0,0,27,0,0,27,22,12,24,0,0,16,14,0,26,0,27,0,38,33,0,15,0,12,20,0,0,21,0,0,0,0,35,0,0,17,38,24,20,1,0,21,18,14,17,12,0,0,0,0,24,23,0,0,2,30,0,0,35,12,11,20,1,20,0,0,0,0,5,0,0,0,12,2,0,17,0,24,19,24,0,29,14,0,33,2,14,0,0,0,0,11,23,0,0,0,0,0,0,0,22,0,0,14,0,0,39,4,22,14,13,0
"cell16",17,20,28,28,10,16,25,13,36,19,15,12,21,18,21,40,15,26,9,17,21,54,0,32,40,8,30,14,17,0,0,0,0,21,21,1,6,4,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,17,0,0,18,15,9,0,0,19,0,0,0,0,20,22,38,17,0,0,13,0,25,0,0,30,23,0,15,33,34,0,21,16,16,19,0,0,23,0,0,36,23,15,26,0,0,8,6,0,24,25,34,0,17,39,0,22,0,9,15,0,0,19,0,0,0,0,38,0,0,26,0,4,15,0,0,13,30,14,21,26,0,0,0,0,16,0,18,0,6,15,0,0,32,14,0,0,0,21,0,0,0,0,7,0,17,28,22,6,0,19,0,19,14,30,0,35,13,0,43,3,12,0,0,0,0,16,9,0,0,0,0,0,0,0,17,0,0,14,0,0,37,0,15,6,5,0
"cell17",24,16,16,22,7,16,21,22,23,14,6,23,15,31,16,26,5,26,11,13,15,34,2,0,2,0,0,0,0,11,24,9,17,0,0,29,23,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,19,0,0,20,8,14,0,26,19,0,0,0,30,0,24,25,4,0,0,22,0,17,1,0,14,18,0,0,17,0,0,0,0,0,14,0,0,28,0,0,0,18,14,20,0,0,8,17,0,34,0,31,0,40,32,0,14,0,9,17,0,0,15,0,0,0,0,43,0,0,21,23,34,0,12,0,22,29,15,26,37,0,0,0,0,15,21,0,0,0,13,0,0,46,16,30,13,0,19,0,0,0,0,0,0,0,0,2,2,0,20,0,20,19,19,0,47,15,3,33,3,7,0,0,0,0,21,18,0,0,0,0,0,0,0,8,17,0,7,0,0,59,15,18,24,13,0
"cell18",21,20,18,26,12,20,17,22,32,15,10,13,26,38,19,38,16,31,28,22,14,38,0,15,22,13,27,8,13,0,0,0,0,5,25,3,10,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,15,0,0,17,20,13,0,10,24,0,0,0,1,26,34,24,23,0,0,11,0,20,0,0,15,29,0,14,21,0,1,6,8,10,19,0,0,29,0,0,36,15,17,5,0,0,18,16,0,26,17,27,0,27,28,0,19,0,17,10,0,0,14,0,0,0,0,34,0,0,22,0,6,30,5,0,24,23,6,14,17,0,0,0,0,20,0,32,0,3,23,0,0,26,23,0,0,0,18,0,0,0,0,27,0,26,43,30,1,0,33,0,26,19,27,0,24,22,0,49,7,22,0,0,0,0,22,33,0,0,0,0,0,0,0,19,0,0,23,0,0,35,0,18,1,23,0
"cell19",33,24,21,32,20,27,21,21,29,16,23,15,16,30,37,27,12,23,8,21,16,47,0,28,27,13,19,11,11,0,0,0,0,28,44,0,0,32,11,33,10,18,0,12,20,0,0,7,14,6,2,10,0,4,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,33,24,0,0,19,10,21,0,0,35,0,0,0,0,19,39,54,13,0,0,19,0,34,0,0,2,15,0,23,33,37,0,23,12,20,24,7,0,0,0,0,26,7,14,9,13,22,22,14,0,24,32,34,0,15,48,30,15,0,11,0,18,4,0,7,25,18,18,15,42,0,8,0,0,23,0,0,20,36,16,26,22,16,0,15,0,14,0,25,0,20,14,24,14,1,11,0,0,0,29,0,1,0,0,7,0,28,20,1,25,0,20,0,19,27,37,0,47,15,0,30,6,12,0,0,0,0,0,0,0,7,2,0,14,1,0,13,0,0,35,9,0,31,0,24,4,0,0
"cell20",30,26,20,35,17,20,17,11,21,10,19,9,13,24,26,18,9,32,9,37,20,20,0,38,15,6,30,7,16,5,2,1,3,0,0,25,20,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,16,0,0,32,18,15,0,34,23,0,0,0,5,7,22,26,13,0,0,26,0,25,0,0,21,25,0,26,23,0,0,0,0,0,24,0,0,29,0,0,33,10,15,29,0,0,9,16,0,23,2,39,2,36,37,0,19,0,10,27,0,0,24,0,0,0,0,36,0,0,17,20,27,22,0,0,22,28,14,19,26,0,0,0,0,30,25,2,0,0,21,0,0,35,14,0,7,0,18,0,0,0,0,8,0,0,17,15,4,0,21,0,32,19,34,0,24,14,2,52,0,17,0,0,0,0,15,19,0,0,0,0,0,0,0,21,0,0,7,0,0,26,8,22,17,12,0
"cell21",46,30,25,24,15,38,31,29,38,23,15,30,15,30,15,57,10,24,40,48,26,54,0,37,57,17,50,21,35,0,0,0,0,33,51,0,0,31,25,35,11,29,0,42,31,0,0,28,30,45,12,10,3,22,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,27,0,0,11,15,25,0,5,35,34,0,11,1,49,33,48,31,0,0,20,0,33,0,0,0,27,0,24,39,26,0,36,25,34,32,33,4,1,0,0,42,21,34,0,28,29,28,24,0,15,33,1,0,2,58,53,35,0,19,0,44,46,4,10,23,29,31,5,29,46,1,0,0,28,0,0,24,28,9,19,32,37,7,31,13,35,0,47,0,27,27,44,23,0,32,0,0,0,35,26,36,17,21,18,0,10,49,0,44,0,23,0,43,19,34,0,36,13,1,50,11,18,0,21,0,0,0,0,0,0,0,16,45,25,0,13,0,0,31,15,0,28,0,0,2,0,0
"cell22",19,9,20,14,15,13,20,9,23,15,5,15,11,23,6,15,5,5,9,17,3,2,7,0,0,0,0,0,0,13,16,12,10,0,0,11,19,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,5,0,0,27,12,21,0,20,13,0,0,0,21,0,15,27,0,0,0,16,0,7,11,0,12,11,0,0,18,0,0,0,0,0,14,0,0,17,0,0,0,7,22,13,0,0,19,15,0,15,0,20,0,23,18,0,9,0,7,6,0,0,19,0,0,0,0,24,0,0,10,14,15,0,15,0,10,12,10,10,16,0,0,0,0,23,7,0,17,0,13,0,0,33,10,8,12,0,13,0,0,0,0,0,0,0,0,2,1,0,23,0,20,10,15,0,26,8,0,24,4,9,0,0,0,0,11,18,0,0,0,0,0,0,0,7,13,0,22,0,0,20,14,13,18,17,0
"cell23",41,38,20,29,25,18,32,21,29,16,11,27,16,23,13,32,19,28,13,25,20,29,0,26,26,10,22,19,5,0,0,0,0,18,26,0,0,25,15,29,6,5,4,1,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,24,0,0,32,26,25,0,0,23,0,0,0,2,30,25,24,14,0,0,19,0,21,0,0,6,36,1,18,27,39,0,18,13,22,19,0,0,0,0,0,29,19,15,23,7,10,39,16,0,32,24,54,0,30,39,28,22,0,11,16,0,0,17,0,0,0,0,39,30,0,22,0,0,33,10,0,18,22,9,29,31,0,0,0,0,20,0,25,0,6,18,41,20,0,28,0,0,0,22,0,0,0,0,14,0,10,23,3,27,0,29,0,19,22,21,0,29,16,0,29,5,10,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,15,9,0,20,0,17,1,0,0
"cell24",43,22,27,35,17,17,22,20,26,14,18,14,26,28,32,31,14,20,26,35,30,52,0,45,42,30,41,14,41,0,0,0,0,24,49,0,0,30,14,30,16,15,0,19,21,0,0,10,9,9,15,9,0,7,6,0,0,3,6,4,3,0,0,1,2,2,0,0,0,0,0,0,39,13,0,0,37,12,18,0,0,40,10,0,8,0,23,36,35,20,2,0,21,0,22,0,0,0,32,0,22,28,39,1,27,13,33,22,37,12,0,0,0,36,22,26,0,23,17,19,13,0,29,29,28,0,14,34,32,21,0,4,8,14,9,0,9,21,37,20,22,47,0,9,0,0,39,0,0,25,52,15,20,20,27,3,23,2,31,0,35,0,16,22,47,13,0,14,4,0,0,21,0,3,3,1,17,0,30,34,0,37,0,25,0,30,24,28,0,38,13,3,31,5,25,0,9,0,2,0,0,0,0,1,0,28,0,0,17,0,0,33,13,0,24,0,26,4,0,0
"cell25",49,36,27,30,26,28,38,29,29,29,16,25,39,54,14,45,19,26,23,44,15,50,0,34,38,16,67,21,25,0,0,0,0,32,45,0,0,29,31,59,13,23,0,56,30,0,0,23,30,45,13,7,9,12,20,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,37,25,0,0,24,10,23,1,1,29,32,0,11,0,39,27,42,26,0,0,21,0,29,0,0,0,38,0,48,44,21,0,49,18,35,31,50,0,0,0,0,39,18,18,4,28,26,22,31,0,30,33,2,2,0,49,47,44,0,12,0,30,44,1,32,47,40,56,3,43,35,0,0,0,42,0,0,38,25,25,17,26,38,3,31,10,42,0,38,0,34,26,45,40,0,37,0,0,0,30,21,25,18,31,31,0,14,45,1,48,0,34,0,51,23,37,0,43,22,1,59,11,30,0,8,0,0,0,0,0,0,0,15,37,39,0,23,0,0,24,7,0,32,0,3,3,0,0
"cell26",25,20,16,29,8,14,16,17,16,20,13,24,8,40,27,43,11,28,33,31,16,33,0,23,28,23,32,11,10,0,0,0,0,40,36,0,0,21,10,12,2,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,27,0,0,25,12,30,0,0,26,0,0,0,1,26,28,26,18,0,0,21,0,31,0,0,14,37,0,29,25,33,0,21,23,15,16,0,0,3,0,0,26,12,20,40,0,0,18,22,0,17,25,34,0,8,48,11,10,0,19,21,0,0,20,0,0,0,0,42,29,0,13,0,0,17,2,0,28,27,10,16,23,0,0,0,0,21,0,29,0,15,29,18,15,4,19,0,0,0,17,0,0,0,0,19,0,11,28,35,52,0,30,0,29,21,24,1,28,14,0,43,2,24,0,0,0,0,0,2,0,0,0,0,0,0,0,21,0,0,15,1,0,52,0,26,1,4,0
